캠페인ID,캠페인명,시작일,종료일,채널,캠페인유형,타깃세그먼트,노출수,클릭수,전환수,집행비용,매출기여,브랜드,담당자
MKT-2602-2080,02월_29CM_네이버_CRM_2080,2026-02-15,2026-02-19,네이버,CRM,VIP,1220299,108042,14818,16942421,107553968,29CM,김지현
MKT-2602-0533,02월_29CM_틱톡_브랜딩_533,2026-02-20,2026-02-28,틱톡,브랜딩,신규유입,910253,6180,77,6908360,10473133,29CM,윤세영
MKT-2602-0289,02월_무신사_카카오_브랜딩_289,2026-02-20,2026-02-25,카카오,브랜딩,이탈방지,126180,905,10,620814,1749908,무신사,송민아
MKT-2602-1773,02월_무신사_CRM_리타겟팅_1773,2026-02-12,2026-02-16,CRM,리타겟팅,VIP,4055643,235912,22622,27734471,335161997,무신사,송민아
MKT-2602-1879,02월_29CM_인스타그램_CRM_1879,2026-02-03,2026-02-06,인스타그램,CRM,브랜드관심,119092,7541,872,771026,5554518,29CM,한도경
MKT-2602-1116,02월_무신사_CRM_퍼포먼스_1116,2026-02-16,2026-02-18,CRM,퍼포먼스,브랜드관심,2268635,61647,1445,20414050,85605471,무신사,이준혁
MKT-2602-0802,02월_29CM_네이버_퍼포먼스_802,2026-02-15,2026-02-22,네이버,퍼포먼스,브랜드관심,1404318,37681,1421,5851502,34598881,29CM,윤세영
MKT-2602-2106,02월_무신사_네이버_CRM_2106,2026-02-16,2026-02-17,네이버,CRM,VIP,1439323,91820,8918,10298481,89030145,무신사,최유진
MKT-2602-0032,02월_29CM_인스타그램_브랜딩_32,2026-02-12,2026-02-15,인스타그램,브랜딩,브랜드관심,1400157,14363,182,4437630,12835522,29CM,송민아
MKT-2602-0249,02월_29CM_네이버_브랜딩_249,2026-02-09,2026-02-12,네이버,브랜딩,신규유입,3766516,28435,250,14660474,41862835,29CM,송민아
MKT-2602-1540,02월_무신사_카카오_리타겟팅_1540,2026-02-09,2026-02-11,카카오,리타겟팅,브랜드관심,179675,10537,974,588923,6296400,무신사,이준혁
MKT-2602-2467,02월_무신사_틱톡_CRM_2467,2026-02-12,2026-02-18,틱톡,CRM,신규유입,2152882,90830,5579,28476040,273927623,무신사,김지현
MKT-2602-1553,02월_무신사_카카오_리타겟팅_1553,2026-02-04,2026-02-13,카카오,리타겟팅,VIP,1020275,49840,4451,14548331,215633468,무신사,김지현
MKT-2602-0826,02월_29CM_네이버_퍼포먼스_826,2026-02-04,2026-02-05,네이버,퍼포먼스,이탈방지,1528704,46803,2249,20412175,88451872,29CM,이준혁
MKT-2602-0841,02월_29CM_네이버_퍼포먼스_841,2026-02-16,2026-02-26,네이버,퍼포먼스,이탈방지,1287790,35956,1533,17597569,61096214,29CM,정하늘
MKT-2602-0477,02월_무신사_CRM_브랜딩_477,2026-02-17,2026-02-20,CRM,브랜딩,2030여성,1600284,11171,75,21727532,47390000,무신사,박서연
MKT-2602-2284,02월_29CM_앱푸시_CRM_2284,2026-02-19,2026-02-28,앱푸시,CRM,이탈방지,1363601,87150,14376,12043074,82020883,29CM,박서연
MKT-2602-0688,02월_무신사_인스타그램_퍼포먼스_688,2026-02-11,2026-02-15,인스타그램,퍼포먼스,2030여성,313923,5682,282,1868109,5752052,무신사,최유진
MKT-2602-1428,02월_무신사_네이버_리타겟팅_1428,2026-02-13,2026-02-21,네이버,리타겟팅,2030여성,1565004,92263,5114,15064416,223134619,무신사,이준혁
MKT-2602-0447,02월_29CM_CRM_브랜딩_447,2026-02-02,2026-02-09,CRM,브랜딩,MZ남성,5293340,63590,667,23835112,39885075,29CM,윤세영
MKT-2602-0160,02월_무신사_유튜브_브랜딩_160,2026-02-11,2026-02-24,유튜브,브랜딩,신규유입,5496673,69814,836,28880394,52399926,무신사,김지현
MKT-2602-1904,02월_무신사_인스타그램_CRM_1904,2026-02-14,2026-02-27,인스타그램,CRM,이탈방지,2644512,164514,13908,25019198,205021754,무신사,박서연
MKT-2602-2174,02월_29CM_카카오_CRM_2174,2026-02-01,2026-02-02,카카오,CRM,2030여성,2710746,165763,22166,27282131,265938022,29CM,정하늘
MKT-2602-1461,02월_무신사_네이버_리타겟팅_1461,2026-02-20,2026-02-26,네이버,리타겟팅,VIP,2198216,102490,6000,24403019,295061576,무신사,이준혁
MKT-2602-0003,02월_무신사_인스타그램_브랜딩_3,2026-02-01,2026-02-10,인스타그램,브랜딩,MZ남성,1465642,16224,157,15965552,34034708,무신사,송민아
MKT-2602-1594,02월_29CM_카카오_리타겟팅_1594,2026-02-13,2026-02-25,카카오,리타겟팅,이탈방지,749484,43523,4053,8254039,79475729,29CM,박서연
MKT-2602-0360,02월_무신사_앱푸시_브랜딩_360,2026-02-19,2026-02-26,앱푸시,브랜딩,2030여성,5504042,52492,593,25134629,51203814,무신사,최유진
MKT-2602-0427,02월_29CM_앱푸시_브랜딩_427,2026-02-02,2026-02-08,앱푸시,브랜딩,이탈방지,1192159,11425,58,16200357,28147663,29CM,최유진
MKT-2602-1332,02월_무신사_유튜브_리타겟팅_1332,2026-02-01,2026-02-06,유튜브,리타겟팅,VIP,1451541,95538,8155,16394110,156636157,무신사,최유진
MKT-2602-1025,02월_무신사_앱푸시_퍼포먼스_1025,2026-02-07,2026-02-09,앱푸시,퍼포먼스,신규유입,2103574,49123,2043,26683696,142192248,무신사,한도경
MKT-2602-1812,02월_무신사_틱톡_리타겟팅_1812,2026-02-03,2026-02-16,틱톡,리타겟팅,2030여성,2425396,94307,5393,21022640,292975938,무신사,최유진
MKT-2602-2340,02월_29CM_CRM_CRM_2340,2026-02-21,2026-02-28,CRM,CRM,MZ남성,492891,26786,3256,2770941,21445162,29CM,송민아
MKT-2602-1687,02월_무신사_앱푸시_리타겟팅_1687,2026-02-18,2026-02-28,앱푸시,리타겟팅,MZ남성,2979477,125775,7583,24769534,343616630,무신사,한도경
MKT-2602-1916,02월_무신사_인스타그램_CRM_1916,2026-02-18,2026-02-28,인스타그램,CRM,MZ남성,157269,9722,986,2029762,11048105,무신사,박서연
MKT-2602-2320,02월_29CM_CRM_CRM_2320,2026-02-05,2026-02-18,CRM,CRM,브랜드관심,801585,32173,3400,6267077,44604153,29CM,김지현
MKT-2602-2371,02월_무신사_CRM_CRM_2371,2026-02-18,2026-02-28,CRM,CRM,이탈방지,849866,39381,2670,8493465,68002508,무신사,최유진
MKT-2602-2425,02월_무신사_틱톡_CRM_2425,2026-02-11,2026-02-16,틱톡,CRM,이탈방지,2794696,181006,18388,13501870,91760483,무신사,한도경
MKT-2602-0916,02월_무신사_카카오_퍼포먼스_916,2026-02-11,2026-02-25,카카오,퍼포먼스,브랜드관심,2521700,82788,3772,15575044,84887241,무신사,정하늘
MKT-2602-2448,02월_무신사_틱톡_CRM_2448,2026-02-21,2026-02-27,틱톡,CRM,VIP,6504924,412813,33139,26900809,186758519,무신사,김지현
MKT-2602-0772,02월_무신사_유튜브_퍼포먼스_772,2026-02-12,2026-02-14,유튜브,퍼포먼스,신규유입,989127,26861,651,11347560,51702752,무신사,최유진
MKT-2602-0439,02월_무신사_앱푸시_브랜딩_439,2026-02-05,2026-02-18,앱푸시,브랜딩,2030여성,880172,6430,70,3886078,7758087,무신사,정하늘
MKT-2602-0362,02월_29CM_앱푸시_브랜딩_362,2026-02-03,2026-02-06,앱푸시,브랜딩,MZ남성,1479371,20222,123,21920698,63368321,29CM,박서연
MKT-2602-2032,02월_무신사_유튜브_CRM_2032,2026-02-16,2026-02-27,유튜브,CRM,MZ남성,179468,9580,1028,2180031,17295753,무신사,윤세영
MKT-2602-2307,02월_무신사_앱푸시_CRM_2307,2026-02-05,2026-02-06,앱푸시,CRM,브랜드관심,2616744,161178,16343,28200172,171511721,무신사,한도경
MKT-2602-1316,02월_29CM_인스타그램_리타겟팅_1316,2026-02-15,2026-02-28,인스타그램,리타겟팅,2030여성,865879,55388,4215,5087188,44923146,29CM,한도경
MKT-2602-1815,02월_무신사_틱톡_리타겟팅_1815,2026-02-17,2026-02-28,틱톡,리타겟팅,브랜드관심,1783104,90600,7842,6316945,74438257,무신사,최유진
MKT-2602-1667,02월_무신사_앱푸시_리타겟팅_1667,2026-02-17,2026-02-26,앱푸시,리타겟팅,VIP,261220,11711,945,3403889,31729349,무신사,이준혁
MKT-2602-1445,02월_29CM_네이버_리타겟팅_1445,2026-02-17,2026-02-19,네이버,리타겟팅,MZ남성,53566,2474,192,518279,7320451,29CM,윤세영
MKT-2602-1336,02월_무신사_유튜브_리타겟팅_1336,2026-02-18,2026-02-28,유튜브,리타겟팅,브랜드관심,578451,34076,2543,6636602,89967706,무신사,한도경
MKT-2602-0186,02월_무신사_네이버_브랜딩_186,2026-02-09,2026-02-11,네이버,브랜딩,VIP,1908156,22476,330,21668616,55050876,무신사,이준혁
MKT-2602-0742,02월_무신사_유튜브_퍼포먼스_742,2026-02-04,2026-02-17,유튜브,퍼포먼스,VIP,393128,12676,273,1220281,6782081,무신사,윤세영
MKT-2602-1493,02월_29CM_네이버_리타겟팅_1493,2026-02-03,2026-02-09,네이버,리타겟팅,신규유입,1224900,45798,3779,10294497,144384636,29CM,최유진
MKT-2602-2445,02월_29CM_틱톡_CRM_2445,2026-02-08,2026-02-15,틱톡,CRM,MZ남성,3267525,185985,26147,21131634,207456835,29CM,김지현
MKT-2602-1346,02월_무신사_유튜브_리타겟팅_1346,2026-02-21,2026-02-28,유튜브,리타겟팅,브랜드관심,418033,25890,1329,3401718,40696742,무신사,윤세영
MKT-2602-1508,02월_무신사_네이버_리타겟팅_1508,2026-02-12,2026-02-16,네이버,리타겟팅,2030여성,1622482,95855,5685,21871340,194524004,무신사,윤세영
MKT-2602-0902,02월_무신사_카카오_퍼포먼스_902,2026-02-20,2026-02-25,카카오,퍼포먼스,MZ남성,1558635,31483,1237,16013440,81665792,무신사,송민아
MKT-2602-0730,02월_무신사_유튜브_퍼포먼스_730,2026-02-11,2026-02-17,유튜브,퍼포먼스,신규유입,355224,5370,107,3982701,12646081,무신사,박서연
MKT-2602-0538,02월_29CM_틱톡_브랜딩_538,2026-02-02,2026-02-10,틱톡,브랜딩,브랜드관심,382714,5196,40,2591295,7200855,29CM,김지현
MKT-2602-1268,02월_무신사_인스타그램_리타겟팅_1268,2026-02-18,2026-02-24,인스타그램,리타겟팅,VIP,4333071,178583,13992,25667258,231661261,무신사,한도경
MKT-2602-0277,02월_무신사_카카오_브랜딩_277,2026-02-08,2026-02-10,카카오,브랜딩,2030여성,284324,2361,13,1787363,2728395,무신사,박서연
MKT-2602-1769,02월_무신사_CRM_리타겟팅_1769,2026-02-01,2026-02-06,CRM,리타겟팅,2030여성,4532210,231946,21355,21986479,178359770,무신사,윤세영
MKT-2602-2227,02월_무신사_앱푸시_CRM_2227,2026-02-11,2026-02-17,앱푸시,CRM,VIP,1941264,111207,11672,25378005,165645636,무신사,박서연
MKT-2602-0483,02월_무신사_CRM_브랜딩_483,2026-02-11,2026-02-19,CRM,브랜딩,VIP,2460401,35547,212,24744190,48152757,무신사,김지현
MKT-2602-1929,02월_무신사_인스타그램_CRM_1929,2026-02-04,2026-02-10,인스타그램,CRM,MZ남성,538314,26645,3069,2106758,12827996,무신사,한도경
MKT-2602-0029,02월_무신사_인스타그램_브랜딩_29,2026-02-11,2026-02-19,인스타그램,브랜딩,VIP,5468848,36831,402,25168282,50119378,무신사,최유진
MKT-2602-2079,02월_무신사_네이버_CRM_2079,2026-02-01,2026-02-02,네이버,CRM,MZ남성,1955451,186391,17184,9907457,59254074,무신사,송민아
MKT-2602-2186,02월_29CM_카카오_CRM_2186,2026-02-19,2026-02-23,카카오,CRM,이탈방지,1063851,79498,11956,14163495,84687951,29CM,윤세영
MKT-2602-2331,02월_29CM_CRM_CRM_2331,2026-02-21,2026-02-28,CRM,CRM,2030여성,7266607,614774,93338,28778284,150310013,29CM,이준혁
MKT-2602-1044,02월_29CM_앱푸시_퍼포먼스_1044,2026-02-07,2026-02-13,앱푸시,퍼포먼스,2030여성,3244421,100812,2160,13965806,42343264,29CM,박서연
MKT-2602-0082,02월_29CM_인스타그램_브랜딩_82,2026-02-14,2026-02-21,인스타그램,브랜딩,MZ남성,2490284,24034,285,24014623,68774188,29CM,정하늘
MKT-2602-0975,02월_무신사_앱푸시_퍼포먼스_975,2026-02-13,2026-02-24,앱푸시,퍼포먼스,2030여성,1972599,31673,804,25250160,142092680,무신사,최유진
MKT-2602-0077,02월_29CM_인스타그램_브랜딩_77,2026-02-04,2026-02-07,인스타그램,브랜딩,MZ남성,914078,5694,39,11727565,34648563,29CM,최유진
MKT-2602-2178,02월_무신사_카카오_CRM_2178,2026-02-15,2026-02-17,카카오,CRM,VIP,1283330,87399,8682,16620705,83107806,무신사,박서연
MKT-2602-1132,02월_29CM_CRM_퍼포먼스_1132,2026-02-12,2026-02-19,CRM,퍼포먼스,VIP,1035187,23206,874,10843466,57851419,29CM,윤세영
MKT-2602-1824,02월_29CM_틱톡_리타겟팅_1824,2026-02-15,2026-02-21,틱톡,리타겟팅,브랜드관심,396704,15232,1385,4314427,56798130,29CM,이준혁
MKT-2602-0338,02월_29CM_카카오_브랜딩_338,2026-02-07,2026-02-19,카카오,브랜딩,브랜드관심,683882,4417,27,4336158,9561017,29CM,최유진
MKT-2602-2378,02월_무신사_CRM_CRM_2378,2026-02-06,2026-02-13,CRM,CRM,2030여성,1821553,133577,9023,26645810,168094966,무신사,김지현
MKT-2602-0166,02월_무신사_유튜브_브랜딩_166,2026-02-10,2026-02-14,유튜브,브랜딩,VIP,2435392,23249,201,22631493,34322257,무신사,한도경
MKT-2602-1647,02월_29CM_앱푸시_리타겟팅_1647,2026-02-19,2026-02-23,앱푸시,리타겟팅,MZ남성,692087,32989,3276,8367781,92129173,29CM,윤세영
MKT-2602-0726,02월_29CM_유튜브_퍼포먼스_726,2026-02-17,2026-02-28,유튜브,퍼포먼스,VIP,4757899,101621,3766,26288232,153674911,29CM,정하늘
MKT-2602-2205,02월_무신사_카카오_CRM_2205,2026-02-11,2026-02-20,카카오,CRM,VIP,1247034,63682,5450,15526413,101850083,무신사,송민아
MKT-2602-2262,02월_29CM_앱푸시_CRM_2262,2026-02-10,2026-02-23,앱푸시,CRM,VIP,698647,39409,3719,6116776,49803693,29CM,한도경
MKT-2602-2226,02월_무신사_카카오_CRM_2226,2026-02-15,2026-02-24,카카오,CRM,VIP,5812184,292222,33601,24397803,212309931,무신사,정하늘
MKT-2602-1825,02월_무신사_틱톡_리타겟팅_1825,2026-02-07,2026-02-08,틱톡,리타겟팅,신규유입,2209367,146276,9251,25820664,322492727,무신사,정하늘
MKT-2602-1897,02월_무신사_인스타그램_CRM_1897,2026-02-19,2026-02-28,인스타그램,CRM,브랜드관심,1386550,77096,5355,16872055,150796877,무신사,김지현
MKT-2602-0744,02월_무신사_유튜브_퍼포먼스_744,2026-02-11,2026-02-23,유튜브,퍼포먼스,신규유입,2530838,66403,3122,10675062,36893555,무신사,박서연
MKT-2602-1784,02월_29CM_틱톡_리타겟팅_1784,2026-02-20,2026-02-21,틱톡,리타겟팅,브랜드관심,2395928,94956,5147,16715897,232337393,29CM,윤세영
MKT-2602-2075,02월_무신사_네이버_CRM_2075,2026-02-17,2026-02-23,네이버,CRM,MZ남성,111275,8062,712,1483095,11305076,무신사,정하늘
MKT-2602-1309,02월_29CM_인스타그램_리타겟팅_1309,2026-02-03,2026-02-05,인스타그램,리타겟팅,브랜드관심,969319,44462,3124,12775699,135640035,29CM,정하늘
MKT-2602-1330,02월_무신사_유튜브_리타겟팅_1330,2026-02-08,2026-02-14,유튜브,리타겟팅,2030여성,892933,43468,3943,13033550,164417153,무신사,최유진
MKT-2602-0652,02월_29CM_인스타그램_퍼포먼스_652,2026-02-05,2026-02-09,인스타그램,퍼포먼스,2030여성,6147997,141875,6612,25437158,84341593,29CM,정하늘
MKT-2602-1351,02월_무신사_유튜브_리타겟팅_1351,2026-02-13,2026-02-14,유튜브,리타겟팅,2030여성,2076683,66922,4772,18056344,257345777,무신사,박서연
MKT-2602-0475,02월_무신사_CRM_브랜딩_475,2026-02-12,2026-02-23,CRM,브랜딩,2030여성,981119,9015,96,8229257,22549611,무신사,최유진
MKT-2602-0357,02월_무신사_앱푸시_브랜딩_357,2026-02-05,2026-02-16,앱푸시,브랜딩,MZ남성,4903310,68850,700,24931408,53754668,무신사,이준혁
MKT-2602-0437,02월_29CM_앱푸시_브랜딩_437,2026-02-11,2026-02-14,앱푸시,브랜딩,신규유입,2329096,23201,309,24937139,58740805,29CM,윤세영
MKT-2602-0192,02월_무신사_네이버_브랜딩_192,2026-02-11,2026-02-15,네이버,브랜딩,브랜드관심,166750,1942,14,2314421,5857856,무신사,최유진
MKT-2602-1492,02월_무신사_네이버_리타겟팅_1492,2026-02-19,2026-02-23,네이버,리타겟팅,VIP,685118,21794,1097,8619987,89105183,무신사,한도경
MKT-2602-0813,02월_무신사_네이버_퍼포먼스_813,2026-02-02,2026-02-08,네이버,퍼포먼스,브랜드관심,1983910,35513,1074,29347132,143744962,무신사,이준혁
MKT-2602-1393,02월_29CM_유튜브_리타겟팅_1393,2026-02-11,2026-02-20,유튜브,리타겟팅,브랜드관심,513801,20295,1055,2650470,38936723,29CM,윤세영
MKT-2602-0715,02월_무신사_유튜브_퍼포먼스_715,2026-02-02,2026-02-11,유튜브,퍼포먼스,브랜드관심,1399847,30846,1114,10665178,58351731,무신사,한도경
MKT-2602-1658,02월_무신사_앱푸시_리타겟팅_1658,2026-02-12,2026-02-25,앱푸시,리타겟팅,이탈방지,4146134,144325,13251,21276466,184158941,무신사,최유진
MKT-2602-2036,02월_무신사_유튜브_CRM_2036,2026-02-04,2026-02-09,유튜브,CRM,브랜드관심,1660040,120731,10028,16337479,160948608,무신사,한도경
MKT-2602-1254,02월_무신사_인스타그램_리타겟팅_1254,2026-02-13,2026-02-16,인스타그램,리타겟팅,MZ남성,1655476,71790,5184,11601427,115282237,무신사,한도경
MKT-2602-0235,02월_무신사_네이버_브랜딩_235,2026-02-19,2026-02-22,네이버,브랜딩,브랜드관심,2570169,16573,119,16688057,43765660,무신사,김지현
MKT-2602-1111,02월_무신사_CRM_퍼포먼스_1111,2026-02-17,2026-02-23,CRM,퍼포먼스,MZ남성,2323651,77809,3420,21888505,126245066,무신사,최유진
MKT-2602-1433,02월_무신사_네이버_리타겟팅_1433,2026-02-15,2026-02-25,네이버,리타겟팅,이탈방지,3237413,223562,18155,14248980,149135567,무신사,한도경
MKT-2602-0963,02월_29CM_카카오_퍼포먼스_963,2026-02-11,2026-02-15,카카오,퍼포먼스,2030여성,287223,8852,319,3637680,17778509,29CM,김지현
MKT-2602-1246,02월_29CM_인스타그램_리타겟팅_1246,2026-02-17,2026-02-27,인스타그램,리타겟팅,이탈방지,1677284,85497,5245,19350020,242281950,29CM,송민아
MKT-2602-1823,02월_무신사_틱톡_리타겟팅_1823,2026-02-07,2026-02-21,틱톡,리타겟팅,VIP,326683,18387,1268,1871336,20994245,무신사,한도경
MKT-2602-1868,02월_무신사_틱톡_리타겟팅_1868,2026-02-20,2026-02-28,틱톡,리타겟팅,2030여성,212264,7697,553,2928351,32105377,무신사,한도경
MKT-2602-0791,02월_무신사_유튜브_퍼포먼스_791,2026-02-21,2026-02-28,유튜브,퍼포먼스,2030여성,211019,7329,240,2261040,7069204,무신사,이준혁
MKT-2602-2246,02월_29CM_앱푸시_CRM_2246,2026-02-17,2026-02-27,앱푸시,CRM,VIP,3809627,189855,19965,26179093,224912195,29CM,정하늘
MKT-2602-2062,02월_무신사_네이버_CRM_2062,2026-02-03,2026-02-12,네이버,CRM,MZ남성,296277,21823,1713,3193709,22811553,무신사,윤세영
MKT-2602-1329,02월_무신사_인스타그램_리타겟팅_1329,2026-02-12,2026-02-24,인스타그램,리타겟팅,이탈방지,3449475,197291,10128,26523658,331920433,무신사,송민아
MKT-2602-0197,02월_29CM_네이버_브랜딩_197,2026-02-14,2026-02-23,네이버,브랜딩,신규유입,1240815,19647,242,15043513,23012311,29CM,한도경
MKT-2602-2264,02월_무신사_앱푸시_CRM_2264,2026-02-10,2026-02-19,앱푸시,CRM,이탈방지,2160851,161672,13955,28635570,177828438,무신사,한도경
MKT-2602-0546,02월_29CM_틱톡_브랜딩_546,2026-02-07,2026-02-10,틱톡,브랜딩,VIP,809315,7424,70,9202479,21791877,29CM,송민아
MKT-2602-0667,02월_무신사_인스타그램_퍼포먼스_667,2026-02-06,2026-02-17,인스타그램,퍼포먼스,VIP,3823853,121164,2679,20344641,119831400,무신사,이준혁
MKT-2602-1002,02월_29CM_앱푸시_퍼포먼스_1002,2026-02-18,2026-02-19,앱푸시,퍼포먼스,2030여성,1215739,20458,825,7164543,32080983,29CM,한도경
MKT-2602-0655,02월_무신사_인스타그램_퍼포먼스_655,2026-02-07,2026-02-10,인스타그램,퍼포먼스,이탈방지,6392583,237001,5645,21794671,86472474,무신사,송민아
MKT-2602-1526,02월_무신사_카카오_리타겟팅_1526,2026-02-19,2026-02-24,카카오,리타겟팅,MZ남성,3367096,186123,17526,28125123,298992370,무신사,최유진
MKT-2602-1358,02월_무신사_유튜브_리타겟팅_1358,2026-02-19,2026-02-27,유튜브,리타겟팅,VIP,799354,26115,2371,10885415,116469569,무신사,한도경
MKT-2602-0666,02월_29CM_인스타그램_퍼포먼스_666,2026-02-20,2026-02-28,인스타그램,퍼포먼스,2030여성,206198,3671,126,2487168,8657232,29CM,한도경
MKT-2602-1352,02월_무신사_유튜브_리타겟팅_1352,2026-02-20,2026-02-28,유튜브,리타겟팅,브랜드관심,1403473,70522,3625,15191778,223531924,무신사,송민아
MKT-2602-0501,02월_무신사_CRM_브랜딩_501,2026-02-15,2026-02-22,CRM,브랜딩,VIP,375122,5528,43,2333191,6364447,무신사,송민아
MKT-2602-0800,02월_29CM_네이버_퍼포먼스_800,2026-02-15,2026-02-22,네이버,퍼포먼스,브랜드관심,430262,12702,461,6045114,32552996,29CM,최유진
MKT-2602-0405,02월_29CM_앱푸시_브랜딩_405,2026-02-09,2026-02-20,앱푸시,브랜딩,VIP,1048962,14434,97,15574977,44629956,29CM,윤세영
MKT-2602-2380,02월_무신사_CRM_CRM_2380,2026-02-04,2026-02-15,CRM,CRM,2030여성,2738969,213006,14232,16161899,117991141,무신사,한도경
MKT-2602-1671,02월_무신사_앱푸시_리타겟팅_1671,2026-02-09,2026-02-21,앱푸시,리타겟팅,MZ남성,776948,40415,2558,7139079,89737214,무신사,윤세영
MKT-2602-0075,02월_29CM_인스타그램_브랜딩_75,2026-02-02,2026-02-10,인스타그램,브랜딩,MZ남성,2381216,35114,450,28739308,69390592,29CM,김지현
MKT-2602-1302,02월_29CM_인스타그램_리타겟팅_1302,2026-02-10,2026-02-20,인스타그램,리타겟팅,신규유입,4312705,183311,9243,24567914,307849784,29CM,이준혁
MKT-2602-0025,02월_29CM_인스타그램_브랜딩_25,2026-02-03,2026-02-17,인스타그램,브랜딩,MZ남성,1964434,17934,240,16998441,43789327,29CM,이준혁
MKT-2602-1470,02월_무신사_네이버_리타겟팅_1470,2026-02-15,2026-02-27,네이버,리타겟팅,이탈방지,883053,38551,2451,11462727,109870047,무신사,김지현
MKT-2602-0488,02월_29CM_CRM_브랜딩_488,2026-02-01,2026-02-09,CRM,브랜딩,신규유입,183595,1722,23,1364942,2920639,29CM,이준혁
MKT-2602-0393,02월_29CM_앱푸시_브랜딩_393,2026-02-04,2026-02-05,앱푸시,브랜딩,VIP,1772882,12302,84,25061898,44233439,29CM,송민아
MKT-2602-1212,02월_무신사_틱톡_퍼포먼스_1212,2026-02-13,2026-02-17,틱톡,퍼포먼스,브랜드관심,262664,9122,330,3504521,20643453,무신사,정하늘
MKT-2602-0531,02월_29CM_CRM_브랜딩_531,2026-02-06,2026-02-17,CRM,브랜딩,VIP,5168800,48444,456,24368867,61961490,29CM,박서연
MKT-2602-0015,02월_무신사_인스타그램_브랜딩_15,2026-02-21,2026-02-28,인스타그램,브랜딩,이탈방지,2802028,17480,227,24742204,40228208,무신사,정하늘
MKT-2602-2113,02월_무신사_네이버_CRM_2113,2026-02-01,2026-02-03,네이버,CRM,이탈방지,2359459,154213,10959,22563177,116372550,무신사,최유진
MKT-2602-0697,02월_무신사_인스타그램_퍼포먼스_697,2026-02-05,2026-02-12,인스타그램,퍼포먼스,이탈방지,2332625,67515,1967,15670352,57944151,무신사,한도경
MKT-2602-1692,02월_29CM_CRM_리타겟팅_1692,2026-02-03,2026-02-14,CRM,리타겟팅,VIP,1729567,103232,8266,11466760,93281448,29CM,윤세영
MKT-2602-0585,02월_무신사_틱톡_브랜딩_585,2026-02-19,2026-02-24,틱톡,브랜딩,VIP,478516,7103,105,5839097,13576516,무신사,최유진
MKT-2602-1227,02월_29CM_틱톡_퍼포먼스_1227,2026-02-06,2026-02-13,틱톡,퍼포먼스,브랜드관심,8425826,165833,5473,26837264,125229715,29CM,박서연
MKT-2602-1668,02월_무신사_앱푸시_리타겟팅_1668,2026-02-02,2026-02-05,앱푸시,리타겟팅,2030여성,941431,35772,2266,7854885,105098966,무신사,최유진
MKT-2602-2007,02월_무신사_유튜브_CRM_2007,2026-02-21,2026-02-23,유튜브,CRM,VIP,408962,20883,1687,2561444,24252069,무신사,박서연
MKT-2602-0390,02월_무신사_앱푸시_브랜딩_390,2026-02-07,2026-02-09,앱푸시,브랜딩,신규유입,534883,9315,95,6009514,9934306,무신사,박서연
MKT-2602-1349,02월_29CM_유튜브_리타겟팅_1349,2026-02-14,2026-02-17,유튜브,리타겟팅,MZ남성,275605,16390,860,2886412,37819931,29CM,이준혁
MKT-2602-0409,02월_무신사_앱푸시_브랜딩_409,2026-02-15,2026-02-16,앱푸시,브랜딩,브랜드관심,2787248,18501,142,28198197,60498787,무신사,김지현
MKT-2602-0113,02월_무신사_유튜브_브랜딩_113,2026-02-06,2026-02-18,유튜브,브랜딩,이탈방지,430808,3857,24,2846636,4866254,무신사,정하늘
MKT-2602-2263,02월_무신사_앱푸시_CRM_2263,2026-02-21,2026-02-28,앱푸시,CRM,2030여성,259115,23310,2641,3278731,20895259,무신사,최유진
MKT-2602-1357,02월_29CM_유튜브_리타겟팅_1357,2026-02-05,2026-02-12,유튜브,리타겟팅,신규유입,2075220,81505,6786,16078222,177613048,29CM,정하늘
MKT-2602-1189,02월_무신사_틱톡_퍼포먼스_1189,2026-02-20,2026-02-28,틱톡,퍼포먼스,MZ남성,740171,24898,815,2301841,12813719,무신사,이준혁
MKT-2602-1178,02월_29CM_틱톡_퍼포먼스_1178,2026-02-19,2026-02-26,틱톡,퍼포먼스,MZ남성,2286280,76833,2415,18939909,74567386,29CM,윤세영
MKT-2602-2239,02월_29CM_앱푸시_CRM_2239,2026-02-01,2026-02-08,앱푸시,CRM,브랜드관심,4379447,310507,38863,28927260,261016976,29CM,윤세영
MKT-2602-2489,02월_무신사_틱톡_CRM_2489,2026-02-16,2026-02-27,틱톡,CRM,2030여성,936730,54557,3988,13637014,104166744,무신사,윤세영
MKT-2602-0018,02월_무신사_인스타그램_브랜딩_18,2026-02-03,2026-02-07,인스타그램,브랜딩,브랜드관심,2085446,17294,187,26443980,55133741,무신사,최유진
MKT-2602-1902,02월_무신사_인스타그램_CRM_1902,2026-02-04,2026-02-10,인스타그램,CRM,2030여성,538415,40131,4088,5756443,40823189,무신사,최유진
MKT-2602-1081,02월_29CM_CRM_퍼포먼스_1081,2026-02-10,2026-02-23,CRM,퍼포먼스,MZ남성,136477,2531,79,1680853,7711142,29CM,송민아
MKT-2602-1602,02월_무신사_앱푸시_리타겟팅_1602,2026-02-04,2026-02-12,앱푸시,리타겟팅,MZ남성,871656,46450,4386,8159500,82211433,무신사,정하늘
MKT-2602-1786,02월_무신사_틱톡_리타겟팅_1786,2026-02-04,2026-02-05,틱톡,리타겟팅,2030여성,3682384,141883,8838,28428638,361442909,무신사,한도경
