주문번호,주문일,주문시간,채널,카테고리,상품명,SKU,수량,단가,합계,배송지역,주문상태
OY-260325-0336,2026-03-25,19:42,올리브영,섬유향수,칠 섬유향수,LB-FF-003,1,15800,15800,전남,배송완료
KK-260325-0409,2026-03-25,19:49,카카오선물하기,향수,스노우 사이 오 드 퍼퓸,LB-EDP-001,1,55000,55000,인천,배송완료
LB-260325-0248,2026-03-25,19:51,자사몰,향수,플라워 소사이어티 오 드 퍼퓸,LB-EDP-007,1,59000,59000,서울,배송완료
MS-260325-0521,2026-03-25,20:11,무신사,핸드크림,플라워 소사이어티 핸드크림,LB-HC-003,1,15200,15200,서울,교환완료
MS-260325-0531,2026-03-25,20:23,무신사,룸스프레이,소호 유자 룸스프레이,LB-RS-002,3,22800,68400,대구,배송완료
MS-260325-0533,2026-03-25,20:42,무신사,룸스프레이,포레스트 던 룸스프레이,LB-RS-003,1,22800,22800,대전,배송완료
KK-260325-0402,2026-03-25,20:47,카카오선물하기,선물세트,섬유향수 듀오 세트,LB-SET-001,1,31600,31600,전북,배송중
KK-260325-0411,2026-03-25,20:54,카카오선물하기,향수,티 슬로우 오 드 퍼퓸,LB-EDP-008,1,55000,55000,서울,배송완료
OY-260325-0341,2026-03-25,21:07,올리브영,디퓨저,와일드 가든 디퓨저,LB-DF-003,1,21000,21000,부산,배송완료
OY-260325-0335,2026-03-25,21:13,올리브영,디퓨저,타이니데스크 콜라보 디퓨저,LB-DF-005,1,37000,37000,전북,배송완료
KK-260325-0405,2026-03-25,21:19,카카오선물하기,룸스프레이,포레스트 던 룸스프레이,LB-RS-003,2,24000,48000,서울,반품완료
CM-260325-0177,2026-03-25,21:21,29CM,향수,로즈 제스트 오 드 퍼퓸,LB-EDP-004,1,57200,57200,경남,배송완료
CM-260325-0173,2026-03-25,21:36,29CM,룸스프레이,소호 유자 룸스프레이,LB-RS-002,1,23200,23200,대구,반품완료
CM-260325-0175,2026-03-25,21:42,29CM,디퓨저,메이 라일락 디퓨저,LB-DF-004,2,20300,40600,인천,배송완료
LB-260325-0244,2026-03-25,22:39,자사몰,룸스프레이,포레스트 던 룸스프레이,LB-RS-003,1,24000,24000,서울,배송완료
LB-260325-0246,2026-03-25,23:00,자사몰,섬유향수,칠 섬유향수,LB-FF-003,1,15800,15800,서울,배송완료
MS-260325-0524,2026-03-25,23:49,무신사,섬유향수,요이 섬유향수,LB-FF-007,1,15000,15000,서울,반품완료
KK-260325-0398,2026-03-25,23:53,카카오선물하기,선물세트,섬유향수&핸드크림 세트,LB-SET-002,1,31800,31800,서울,반품완료
OY-260326-0345,2026-03-26,00:11,올리브영,핸드크림,티 슬로우 핸드크림,LB-HC-002,1,16000,16000,경남,배송완료
MS-260326-0544,2026-03-26,01:00,무신사,핸드크림,바질 인스파이어 핸드크림,LB-HC-001,2,15200,30400,대구,배송완료
KK-260326-0423,2026-03-26,01:40,카카오선물하기,선물세트,섬유향수&핸드크림 세트,LB-SET-002,1,31800,31800,대구,배송완료
OY-260326-0356,2026-03-26,02:03,올리브영,섬유향수,칠 섬유향수,LB-FF-003,1,15800,15800,충북,배송중
CM-260326-0182,2026-03-26,02:30,29CM,향수,그린 사운즈 오 드 퍼퓸,LB-EDP-003,1,57200,57200,서울,배송완료
MS-260326-0541,2026-03-26,03:20,무신사,섬유향수,선 드라이 코튼 섬유향수,LB-FF-009,2,15000,30000,전북,배송완료
LB-260326-0250,2026-03-26,05:43,자사몰,섬유향수,민티 섬유향수,LB-FF-008,1,15800,15800,서울,배송완료
MS-260326-0538,2026-03-26,07:08,무신사,섬유향수,크리미 우드 섬유향수,LB-FF-002,2,15000,30000,인천,반품완료
KK-260326-0414,2026-03-26,08:04,카카오선물하기,선물세트,섬유향수 듀오 세트,LB-SET-001,1,31600,31600,서울,배송완료
LB-260326-0256,2026-03-26,08:20,자사몰,룸스프레이,스틸 웨이브 룸스프레이,LB-RS-001,3,24000,72000,경기,반품완료
OY-260326-0358,2026-03-26,08:58,올리브영,섬유향수,헤베 섬유향수,LB-FF-004,1,15800,15800,충북,배송완료
KK-260326-0420,2026-03-26,09:18,카카오선물하기,룸스프레이,스틸 웨이브 룸스프레이,LB-RS-001,1,24000,24000,서울,반품완료
MS-260326-0558,2026-03-26,09:38,무신사,섬유향수,요이 섬유향수,LB-FF-007,1,15000,15000,서울,배송완료
MS-260326-0562,2026-03-26,09:46,무신사,섬유향수,칠 섬유향수,LB-FF-003,2,15000,30000,경기,배송완료
OY-260326-0353,2026-03-26,09:51,올리브영,섬유향수,사이 섬유향수,LB-FF-001,2,15800,31600,경기,배송완료
MS-260326-0551,2026-03-26,10:20,무신사,선물세트,섬유향수 듀오 세트,LB-SET-001,1,30000,30000,부산,배송완료
OY-260326-0355,2026-03-26,11:17,올리브영,디퓨저,와일드 가든 디퓨저,LB-DF-003,1,21000,21000,서울,교환완료
MS-260326-0542,2026-03-26,11:22,무신사,핸드크림,티 슬로우 핸드크림,LB-HC-002,1,15200,15200,대구,배송중
OY-260326-0346,2026-03-26,11:31,올리브영,룸스프레이,소호 유자 룸스프레이,LB-RS-002,1,24000,24000,경기,배송완료
MS-260326-0539,2026-03-26,11:45,무신사,섬유향수,헤베 섬유향수,LB-FF-004,3,15000,45000,대전,배송완료
OY-260326-0349,2026-03-26,11:46,올리브영,디퓨저,타이니데스크 콜라보 디퓨저,LB-DF-005,1,37000,37000,경기,배송완료
MS-260326-0555,2026-03-26,11:48,무신사,핸드크림,바질 인스파이어 핸드크림,LB-HC-001,1,15200,15200,인천,배송중
KK-260326-0418,2026-03-26,12:00,카카오선물하기,선물세트,섬유향수&디퓨저 세트,LB-SET-004,1,36800,36800,경기,반품완료
MS-260326-0553,2026-03-26,12:49,무신사,섬유향수,선 드라이 섬유향수,LB-FF-005,2,15000,30000,서울,배송완료
OY-260326-0343,2026-03-26,13:02,올리브영,룸스프레이,소호 유자 룸스프레이,LB-RS-002,1,24000,24000,서울,반품완료
MS-260326-0540,2026-03-26,13:10,무신사,선물세트,섬유향수&디퓨저 세트,LB-SET-004,2,34900,69800,경기,배송완료
MS-260326-0559,2026-03-26,13:28,무신사,섬유향수,크리미 우드 섬유향수,LB-FF-002,1,15000,15000,인천,반품완료
KK-260326-0421,2026-03-26,13:50,카카오선물하기,핸드크림,플라워 소사이어티 핸드크림,LB-HC-003,1,16000,16000,경기,배송완료
MS-260326-0554,2026-03-26,14:09,무신사,향수,캠퍼스 피크닉 오 드 퍼퓸,LB-EDP-006,2,52200,104400,대전,배송완료
LB-260326-0257,2026-03-26,14:22,자사몰,디퓨저,탠저린 블랙 디퓨저,LB-DF-002,1,21000,21000,대구,교환완료
OY-260326-0359,2026-03-26,14:38,올리브영,섬유향수,칠 섬유향수,LB-FF-003,2,15800,31600,서울,반품완료
MS-260326-0547,2026-03-26,14:57,무신사,핸드크림,바질 인스파이어 핸드크림,LB-HC-001,1,15200,15200,대구,교환완료
OY-260326-0350,2026-03-26,15:36,올리브영,핸드크림,티 슬로우 핸드크림,LB-HC-002,2,16000,32000,대전,배송완료
MS-260326-0546,2026-03-26,15:41,무신사,섬유향수,와일드 가든 섬유향수,LB-FF-006,2,15000,30000,충남,반품완료
LB-260326-0254,2026-03-26,16:04,자사몰,디퓨저,와일드 가든 디퓨저,LB-DF-003,1,21000,21000,인천,배송완료
MS-260326-0550,2026-03-26,16:09,무신사,섬유향수,와일드 가든 섬유향수,LB-FF-006,2,15000,30000,서울,배송완료
MS-260326-0545,2026-03-26,16:11,무신사,핸드크림,플라워 소사이어티 핸드크림,LB-HC-003,3,15200,45600,경기,반품완료
CM-260326-0183,2026-03-26,16:15,29CM,선물세트,룸스프레이&디퓨저 세트,LB-SET-005,1,43600,43600,울산,배송완료
KK-260326-0416,2026-03-26,16:38,카카오선물하기,섬유향수,요이 섬유향수,LB-FF-007,1,15800,15800,경기,반품완료
KK-260326-0419,2026-03-26,17:21,카카오선물하기,룸스프레이,스틸 웨이브 룸스프레이,LB-RS-001,3,24000,72000,부산,반품완료
OY-260326-0357,2026-03-26,17:41,올리브영,섬유향수,요이 섬유향수,LB-FF-007,1,15800,15800,경기,배송완료
MS-260326-0557,2026-03-26,17:44,무신사,디퓨저,타이니데스크 콜라보 디퓨저,LB-DF-005,1,35100,35100,서울,배송완료
KK-260326-0422,2026-03-26,17:44,카카오선물하기,향수,스팀 글로스 오 드 퍼퓸,LB-EDP-005,1,55000,55000,경기,배송완료
MS-260326-0560,2026-03-26,17:56,무신사,섬유향수,선 드라이 섬유향수,LB-FF-005,2,15000,30000,인천,배송완료
KK-260326-0417,2026-03-26,18:00,카카오선물하기,룸스프레이,포레스트 던 룸스프레이,LB-RS-003,2,24000,48000,경남,반품완료
LB-260326-0253,2026-03-26,18:04,자사몰,섬유향수,헤베 섬유향수,LB-FF-004,1,15800,15800,서울,배송완료
LB-260326-0251,2026-03-26,18:05,자사몰,향수,그린 사운즈 오 드 퍼퓸,LB-EDP-003,1,59000,59000,서울,배송완료
LB-260326-0252,2026-03-26,18:24,자사몰,룸스프레이,스틸 웨이브 룸스프레이,LB-RS-001,1,24000,24000,경기,배송중
OY-260326-0347,2026-03-26,18:24,올리브영,핸드크림,티 슬로우 핸드크림,LB-HC-002,1,16000,16000,경기,배송완료
OY-260326-0352,2026-03-26,19:12,올리브영,섬유향수,선 드라이 코튼 섬유향수,LB-FF-009,1,15800,15800,경북,교환완료
KK-260326-0424,2026-03-26,19:47,카카오선물하기,선물세트,섬유향수&핸드크림 세트,LB-SET-002,1,31800,31800,전남,배송완료
MS-260326-0561,2026-03-26,20:16,무신사,향수,로즈 제스트 오 드 퍼퓸,LB-EDP-004,1,56000,56000,서울,배송완료
MS-260326-0548,2026-03-26,20:20,무신사,섬유향수,와일드 가든 섬유향수,LB-FF-006,1,15000,15000,전남,배송완료
OY-260326-0351,2026-03-26,20:24,올리브영,디퓨저,포레스트 던 디퓨저,LB-DF-001,1,21000,21000,광주,교환완료
OY-260326-0348,2026-03-26,20:31,올리브영,룸스프레이,소호 유자 룸스프레이,LB-RS-002,1,24000,24000,경남,배송완료
MS-260326-0552,2026-03-26,20:46,무신사,섬유향수,민티 섬유향수,LB-FF-008,1,15000,15000,서울,배송완료
OY-260326-0344,2026-03-26,20:59,올리브영,섬유향수,선 드라이 코튼 섬유향수,LB-FF-009,1,15800,15800,인천,교환완료
MS-260326-0543,2026-03-26,21:05,무신사,섬유향수,크리미 우드 섬유향수,LB-FF-002,2,15000,30000,대전,배송완료
LB-260326-0255,2026-03-26,21:08,자사몰,룸스프레이,스틸 웨이브 룸스프레이,LB-RS-001,1,24000,24000,서울,배송중
OY-260326-0354,2026-03-26,21:09,올리브영,섬유향수,와일드 가든 섬유향수,LB-FF-006,1,15800,15800,경기,배송완료
MS-260326-0556,2026-03-26,22:21,무신사,룸스프레이,스틸 웨이브 룸스프레이,LB-RS-001,2,22800,45600,서울,배송완료
MS-260326-0549,2026-03-26,22:35,무신사,섬유향수,칠 섬유향수,LB-FF-003,1,15000,15000,서울,배송완료
KK-260326-0415,2026-03-26,22:40,카카오선물하기,선물세트,섬유향수&핸드크림 세트,LB-SET-002,2,31800,63600,충북,반품완료
KK-260327-0425,2026-03-27,00:41,카카오선물하기,선물세트,섬유향수&핸드크림 세트,LB-SET-002,1,31800,31800,서울,교환완료
CM-260327-0185,2026-03-27,00:59,29CM,디퓨저,타이니데스크 콜라보 디퓨저,LB-DF-005,1,35800,35800,인천,배송완료
OY-260327-0360,2026-03-27,03:49,올리브영,선물세트,아로마 오일 롤온&괄사 세트,LB-SET-003,1,34000,34000,서울,배송완료
OY-260327-0362,2026-03-27,04:07,올리브영,섬유향수,헤베 섬유향수,LB-FF-004,1,15800,15800,서울,반품완료
LB-260327-0269,2026-03-27,04:42,자사몰,섬유향수,와일드 가든 섬유향수,LB-FF-006,2,15800,31600,대구,배송완료
OY-260327-0364,2026-03-27,05:11,올리브영,향수,그린 사운즈 오 드 퍼퓸,LB-EDP-003,2,59000,118000,서울,반품완료
OY-260327-0366,2026-03-27,05:12,올리브영,선물세트,섬유향수&핸드크림 세트,LB-SET-002,1,31800,31800,서울,배송완료
MS-260327-0570,2026-03-27,05:17,무신사,섬유향수,칠 섬유향수,LB-FF-003,2,15000,30000,경기,배송완료
MS-260327-0568,2026-03-27,07:46,무신사,선물세트,섬유향수 듀오 세트,LB-SET-001,1,30000,30000,세종,반품완료
MS-260327-0569,2026-03-27,08:39,무신사,디퓨저,탠저린 블랙 디퓨저,LB-DF-002,2,19900,39800,경북,배송중
LB-260327-0259,2026-03-27,09:04,자사몰,디퓨저,포레스트 던 디퓨저,LB-DF-001,2,21000,42000,경기,배송완료
KK-260327-0427,2026-03-27,09:25,카카오선물하기,선물세트,아로마 오일 롤온&괄사 세트,LB-SET-003,1,34000,34000,경기,배송완료
LB-260327-0264,2026-03-27,09:53,자사몰,디퓨저,메이 라일락 디퓨저,LB-DF-004,1,21000,21000,서울,배송완료
OY-260327-0367,2026-03-27,10:30,올리브영,향수,그린 사운즈 오 드 퍼퓸,LB-EDP-003,1,59000,59000,대전,배송완료
KK-260327-0426,2026-03-27,10:54,카카오선물하기,룸스프레이,포레스트 던 룸스프레이,LB-RS-003,1,24000,24000,대구,배송완료
OY-260327-0371,2026-03-27,10:59,올리브영,핸드크림,티 슬로우 핸드크림,LB-HC-002,1,16000,16000,전북,배송완료
KK-260327-0440,2026-03-27,11:19,카카오선물하기,선물세트,아로마 오일 롤온&괄사 세트,LB-SET-003,1,34000,34000,강원,배송완료
CM-260327-0187,2026-03-27,11:36,29CM,섬유향수,선 드라이 코튼 섬유향수,LB-FF-009,1,15300,15300,경기,배송중
KK-260327-0432,2026-03-27,11:48,카카오선물하기,핸드크림,바질 인스파이어 핸드크림,LB-HC-001,1,16000,16000,경기,배송완료
OY-260327-0368,2026-03-27,12:14,올리브영,섬유향수,요이 섬유향수,LB-FF-007,2,15800,31600,울산,배송완료
OY-260327-0363,2026-03-27,12:16,올리브영,룸스프레이,스틸 웨이브 룸스프레이,LB-RS-001,1,24000,24000,대구,배송완료
LB-260327-0263,2026-03-27,12:25,자사몰,섬유향수,크리미 우드 섬유향수,LB-FF-002,1,15800,15800,서울,교환완료
KK-260327-0428,2026-03-27,12:27,카카오선물하기,향수,티 슬로우 오 드 퍼퓸,LB-EDP-008,1,55000,55000,서울,배송완료
KK-260327-0438,2026-03-27,12:40,카카오선물하기,핸드크림,바질 인스파이어 핸드크림,LB-HC-001,1,16000,16000,인천,배송완료
KK-260327-0433,2026-03-27,12:43,카카오선물하기,선물세트,섬유향수&디퓨저 세트,LB-SET-004,1,36800,36800,경기,배송완료
LB-260327-0265,2026-03-27,12:44,자사몰,선물세트,룸스프레이&디퓨저 세트,LB-SET-005,1,45000,45000,경기,배송중
LB-260327-0262,2026-03-27,12:52,자사몰,핸드크림,바질 인스파이어 핸드크림,LB-HC-001,2,16000,32000,경기,배송완료
KK-260327-0429,2026-03-27,13:34,카카오선물하기,디퓨저,와일드 가든 디퓨저,LB-DF-003,1,21000,21000,충북,배송완료
LB-260327-0267,2026-03-27,13:34,자사몰,향수,그린 사운즈 오 드 퍼퓸,LB-EDP-003,1,59000,59000,경기,배송완료
KK-260327-0439,2026-03-27,14:04,카카오선물하기,선물세트,섬유향수&핸드크림 세트,LB-SET-002,1,31800,31800,경기,배송완료
LB-260327-0266,2026-03-27,14:15,자사몰,향수,캠퍼스 피크닉 오 드 퍼퓸,LB-EDP-006,1,55000,55000,전북,배송완료
KK-260327-0436,2026-03-27,14:17,카카오선물하기,디퓨저,타이니데스크 콜라보 디퓨저,LB-DF-005,1,37000,37000,경기,배송완료
KK-260327-0435,2026-03-27,14:57,카카오선물하기,향수,클라우드 사이 오 드 퍼퓸,LB-EDP-002,1,55000,55000,경기,배송완료
MS-260327-0565,2026-03-27,15:23,무신사,섬유향수,민티 섬유향수,LB-FF-008,2,15000,30000,부산,배송완료
OY-260327-0370,2026-03-27,15:39,올리브영,섬유향수,민티 섬유향수,LB-FF-008,3,15800,47400,부산,배송완료
KK-260327-0430,2026-03-27,15:53,카카오선물하기,디퓨저,탠저린 블랙 디퓨저,LB-DF-002,1,21000,21000,대구,교환완료
OY-260327-0369,2026-03-27,16:42,올리브영,섬유향수,선 드라이 코튼 섬유향수,LB-FF-009,2,15800,31600,대전,배송완료
LB-260327-0258,2026-03-27,16:54,자사몰,향수,스노우 사이 오 드 퍼퓸,LB-EDP-001,2,55000,110000,서울,배송완료
MS-260327-0567,2026-03-27,16:58,무신사,섬유향수,헤베 섬유향수,LB-FF-004,1,15000,15000,경기,교환완료
KK-260327-0434,2026-03-27,17:37,카카오선물하기,선물세트,섬유향수&핸드크림 세트,LB-SET-002,1,31800,31800,충북,배송완료
MS-260327-0563,2026-03-27,17:43,무신사,섬유향수,헤베 섬유향수,LB-FF-004,1,15000,15000,대전,배송완료
LB-260327-0261,2026-03-27,18:12,자사몰,룸스프레이,소호 유자 룸스프레이,LB-RS-002,2,24000,48000,대전,배송완료
OY-260327-0361,2026-03-27,18:44,올리브영,핸드크림,바질 인스파이어 핸드크림,LB-HC-001,1,16000,16000,광주,배송완료
KK-260327-0437,2026-03-27,19:07,카카오선물하기,디퓨저,와일드 가든 디퓨저,LB-DF-003,1,21000,21000,경기,배송완료
LB-260327-0268,2026-03-27,19:30,자사몰,향수,아트 북 오 드 퍼퓸,LB-EDP-009,1,59000,59000,경기,배송완료
KK-260327-0431,2026-03-27,20:23,카카오선물하기,선물세트,아로마 오일 롤온&괄사 세트,LB-SET-003,1,34000,34000,경기,배송완료
MS-260327-0564,2026-03-27,20:44,무신사,섬유향수,헤베 섬유향수,LB-FF-004,1,15000,15000,인천,배송완료
MS-260327-0566,2026-03-27,21:12,무신사,디퓨저,탠저린 블랙 디퓨저,LB-DF-002,2,19900,39800,대구,배송중
CM-260327-0184,2026-03-27,22:06,29CM,섬유향수,요이 섬유향수,LB-FF-007,2,15300,30600,서울,배송완료
OY-260327-0365,2026-03-27,22:07,올리브영,디퓨저,메이 라일락 디퓨저,LB-DF-004,2,21000,42000,서울,배송완료
LB-260327-0260,2026-03-27,22:36,자사몰,섬유향수,민티 섬유향수,LB-FF-008,1,15800,15800,충남,반품완료
CM-260327-0186,2026-03-27,23:02,29CM,섬유향수,와일드 가든 섬유향수,LB-FF-006,1,15300,15300,경기,배송중
KK-260328-0447,2026-03-28,03:59,카카오선물하기,선물세트,섬유향수&디퓨저 세트,LB-SET-004,1,36800,36800,인천,반품완료
CM-260328-0191,2026-03-28,05:46,29CM,향수,클라우드 사이 오 드 퍼퓸,LB-EDP-002,1,53300,53300,경기,배송완료
MS-260328-0583,2026-03-28,06:09,무신사,섬유향수,칠 섬유향수,LB-FF-003,1,15000,15000,충남,배송완료
MS-260328-0572,2026-03-28,07:06,무신사,핸드크림,바질 인스파이어 핸드크림,LB-HC-001,1,15200,15200,경기,배송완료
MS-260328-0589,2026-03-28,07:29,무신사,선물세트,섬유향수&핸드크림 세트,LB-SET-002,1,30200,30200,울산,배송완료
MS-260328-0591,2026-03-28,08:05,무신사,섬유향수,요이 섬유향수,LB-FF-007,2,15000,30000,대전,배송완료
OY-260328-0374,2026-03-28,08:38,올리브영,섬유향수,민티 섬유향수,LB-FF-008,1,15800,15800,서울,배송완료
MS-260328-0581,2026-03-28,09:01,무신사,섬유향수,사이 섬유향수,LB-FF-001,1,15000,15000,서울,반품완료
LB-260328-0274,2026-03-28,09:04,자사몰,선물세트,섬유향수&핸드크림 세트,LB-SET-002,1,31800,31800,서울,배송완료
KK-260328-0443,2026-03-28,09:36,카카오선물하기,선물세트,섬유향수&핸드크림 세트,LB-SET-002,1,31800,31800,대구,배송완료
MS-260328-0580,2026-03-28,09:38,무신사,섬유향수,크리미 우드 섬유향수,LB-FF-002,2,15000,30000,광주,배송완료
MS-260328-0577,2026-03-28,09:39,무신사,핸드크림,바질 인스파이어 핸드크림,LB-HC-001,2,15200,30400,부산,배송완료
KK-260328-0441,2026-03-28,09:43,카카오선물하기,선물세트,섬유향수&핸드크림 세트,LB-SET-002,1,31800,31800,경기,배송중
OY-260328-0388,2026-03-28,09:43,올리브영,핸드크림,플라워 소사이어티 핸드크림,LB-HC-003,1,16000,16000,부산,배송중
OY-260328-0372,2026-03-28,09:46,올리브영,섬유향수,민티 섬유향수,LB-FF-008,1,15800,15800,대구,배송완료
CM-260328-0188,2026-03-28,09:59,29CM,핸드크림,티 슬로우 핸드크림,LB-HC-002,1,15500,15500,서울,배송완료
KK-260328-0454,2026-03-28,10:02,카카오선물하기,섬유향수,요이 섬유향수,LB-FF-007,1,15800,15800,경기,배송완료
MS-260328-0573,2026-03-28,10:14,무신사,디퓨저,와일드 가든 디퓨저,LB-DF-003,1,19900,19900,인천,교환완료
KK-260328-0446,2026-03-28,10:22,카카오선물하기,선물세트,섬유향수&디퓨저 세트,LB-SET-004,1,36800,36800,경기,배송완료
MS-260328-0582,2026-03-28,10:25,무신사,향수,로즈 제스트 오 드 퍼퓸,LB-EDP-004,2,56000,112000,경기,배송완료
KK-260328-0444,2026-03-28,10:29,카카오선물하기,향수,로즈 제스트 오 드 퍼퓸,LB-EDP-004,2,59000,118000,인천,배송완료
KK-260328-0449,2026-03-28,10:58,카카오선물하기,선물세트,섬유향수 듀오 세트,LB-SET-001,1,31600,31600,제주,배송완료
KK-260328-0457,2026-03-28,11:02,카카오선물하기,향수,그린 사운즈 오 드 퍼퓸,LB-EDP-003,2,59000,118000,제주,배송완료
OY-260328-0386,2026-03-28,11:05,올리브영,섬유향수,요이 섬유향수,LB-FF-007,1,15800,15800,서울,교환완료
LB-260328-0276,2026-03-28,11:12,자사몰,선물세트,섬유향수&핸드크림 세트,LB-SET-002,1,31800,31800,대구,배송완료
KK-260328-0448,2026-03-28,11:24,카카오선물하기,핸드크림,바질 인스파이어 핸드크림,LB-HC-001,1,16000,16000,서울,배송완료
CM-260328-0189,2026-03-28,11:37,29CM,향수,스노우 사이 오 드 퍼퓸,LB-EDP-001,1,53300,53300,충북,배송완료
MS-260328-0578,2026-03-28,11:54,무신사,섬유향수,선 드라이 섬유향수,LB-FF-005,1,15000,15000,경기,배송완료
OY-260328-0376,2026-03-28,12:07,올리브영,디퓨저,포레스트 던 디퓨저,LB-DF-001,1,21000,21000,서울,배송완료
MS-260328-0571,2026-03-28,12:16,무신사,선물세트,섬유향수&핸드크림 세트,LB-SET-002,1,30200,30200,인천,반품완료
LB-260328-0271,2026-03-28,12:19,자사몰,향수,클라우드 사이 오 드 퍼퓸,LB-EDP-002,1,55000,55000,서울,배송완료
MS-260328-0590,2026-03-28,12:19,무신사,섬유향수,사이 섬유향수,LB-FF-001,1,15000,15000,서울,배송완료
MS-260328-0595,2026-03-28,12:25,무신사,룸스프레이,소호 유자 룸스프레이,LB-RS-002,1,22800,22800,서울,배송완료
MS-260328-0587,2026-03-28,12:28,무신사,향수,로즈 제스트 오 드 퍼퓸,LB-EDP-004,1,56000,56000,경기,교환완료
MS-260328-0574,2026-03-28,13:09,무신사,섬유향수,크리미 우드 섬유향수,LB-FF-002,1,15000,15000,대구,배송완료
KK-260328-0450,2026-03-28,13:10,카카오선물하기,선물세트,섬유향수&핸드크림 세트,LB-SET-002,1,31800,31800,서울,배송완료
OY-260328-0375,2026-03-28,13:17,올리브영,선물세트,룸스프레이&디퓨저 세트,LB-SET-005,1,45000,45000,서울,배송완료
KK-260328-0462,2026-03-28,13:31,카카오선물하기,섬유향수,칠 섬유향수,LB-FF-003,3,15800,47400,충북,배송완료
MS-260328-0594,2026-03-28,13:45,무신사,선물세트,아로마 오일 롤온&괄사 세트,LB-SET-003,1,32300,32300,서울,배송완료
KK-260328-0459,2026-03-28,14:18,카카오선물하기,선물세트,섬유향수&디퓨저 세트,LB-SET-004,1,36800,36800,부산,배송완료
KK-260328-0455,2026-03-28,14:21,카카오선물하기,선물세트,섬유향수&핸드크림 세트,LB-SET-002,1,31800,31800,전남,배송완료
OY-260328-0381,2026-03-28,14:26,올리브영,핸드크림,티 슬로우 핸드크림,LB-HC-002,2,16000,32000,서울,배송완료
KK-260328-0442,2026-03-28,15:20,카카오선물하기,선물세트,아로마 오일 롤온&괄사 세트,LB-SET-003,1,34000,34000,광주,배송완료
OY-260328-0383,2026-03-28,15:56,올리브영,선물세트,섬유향수&디퓨저 세트,LB-SET-004,1,36800,36800,전북,배송완료
MS-260328-0593,2026-03-28,16:08,무신사,섬유향수,선 드라이 코튼 섬유향수,LB-FF-009,1,15000,15000,서울,교환완료
MS-260328-0596,2026-03-28,16:39,무신사,섬유향수,선 드라이 코튼 섬유향수,LB-FF-009,3,15000,45000,서울,배송완료
KK-260328-0458,2026-03-28,16:44,카카오선물하기,섬유향수,선 드라이 코튼 섬유향수,LB-FF-009,1,15800,15800,서울,배송완료
OY-260328-0385,2026-03-28,16:51,올리브영,룸스프레이,소호 유자 룸스프레이,LB-RS-002,1,24000,24000,충북,배송완료
OY-260328-0373,2026-03-28,17:31,올리브영,섬유향수,와일드 가든 섬유향수,LB-FF-006,1,15800,15800,경기,배송완료
OY-260328-0380,2026-03-28,17:33,올리브영,섬유향수,선 드라이 코튼 섬유향수,LB-FF-009,1,15800,15800,경기,교환완료
KK-260328-0460,2026-03-28,17:42,카카오선물하기,선물세트,섬유향수&디퓨저 세트,LB-SET-004,1,36800,36800,인천,교환완료
LB-260328-0272,2026-03-28,18:40,자사몰,선물세트,섬유향수&디퓨저 세트,LB-SET-004,1,36800,36800,서울,배송완료
KK-260328-0452,2026-03-28,18:41,카카오선물하기,룸스프레이,포레스트 던 룸스프레이,LB-RS-003,2,24000,48000,대전,배송완료
LB-260328-0277,2026-03-28,19:23,자사몰,향수,캠퍼스 피크닉 오 드 퍼퓸,LB-EDP-006,2,55000,110000,경기,배송완료
LB-260328-0275,2026-03-28,19:29,자사몰,핸드크림,티 슬로우 핸드크림,LB-HC-002,1,16000,16000,부산,배송완료
OY-260328-0377,2026-03-28,19:34,올리브영,섬유향수,크리미 우드 섬유향수,LB-FF-002,1,15800,15800,서울,배송완료
OY-260328-0382,2026-03-28,19:37,올리브영,디퓨저,와일드 가든 디퓨저,LB-DF-003,1,21000,21000,서울,배송완료
CM-260328-0190,2026-03-28,19:43,29CM,향수,스팀 글로스 오 드 퍼퓸,LB-EDP-005,1,53300,53300,광주,배송중
MS-260328-0592,2026-03-28,19:44,무신사,섬유향수,크리미 우드 섬유향수,LB-FF-002,2,15000,30000,부산,배송완료
KK-260328-0453,2026-03-28,19:46,카카오선물하기,룸스프레이,포레스트 던 룸스프레이,LB-RS-003,1,24000,24000,대구,배송중
MS-260328-0576,2026-03-28,19:54,무신사,섬유향수,선 드라이 코튼 섬유향수,LB-FF-009,1,15000,15000,서울,배송완료
CM-260328-0192,2026-03-28,20:18,29CM,섬유향수,헤베 섬유향수,LB-FF-004,1,15300,15300,서울,배송완료
MS-260328-0588,2026-03-28,20:27,무신사,섬유향수,요이 섬유향수,LB-FF-007,2,15000,30000,경기,배송완료
KK-260328-0445,2026-03-28,20:31,카카오선물하기,선물세트,섬유향수 듀오 세트,LB-SET-001,1,31600,31600,경기,배송중
LB-260328-0270,2026-03-28,20:36,자사몰,향수,플라워 소사이어티 오 드 퍼퓸,LB-EDP-007,1,59000,59000,서울,배송완료
OY-260328-0379,2026-03-28,20:36,올리브영,핸드크림,바질 인스파이어 핸드크림,LB-HC-001,2,16000,32000,대전,배송완료
OY-260328-0384,2026-03-28,20:37,올리브영,섬유향수,칠 섬유향수,LB-FF-003,1,15800,15800,경기,배송완료
MS-260328-0575,2026-03-28,20:38,무신사,향수,아트 북 오 드 퍼퓸,LB-EDP-009,1,56000,56000,서울,배송완료
